comicsNumberInPages,comicsID,comicsName,comicsLink,comicsCover
5364,the-human-target-2021,The Human Target (2021-),https://readcomicsonline.ru/comic/the-human-target-2021,https://readcomicsonline.ru/uploads/manga/the-human-target-2021/cover/cover_250x350.jpg
5365,the-hunt-2016,The Hunt (2016),https://readcomicsonline.ru/comic/the-hunt-2016,https://readcomicsonline.ru/uploads/manga/the-hunt-2016/cover/cover_250x350.jpg
5366,the-idhun-chronicles-2022,The Idhun Chronicles (2022-),https://readcomicsonline.ru/comic/the-idhun-chronicles-2022,https://readcomicsonline.ru/uploads/manga/the-idhun-chronicles-2022/cover/cover_250x350.jpg
5367,the-illusion-witch-2022,The Illusion Witch (2022-),https://readcomicsonline.ru/comic/the-illusion-witch-2022,https://readcomicsonline.ru/uploads/manga/the-illusion-witch-2022/cover/cover_250x350.jpg
5368,the-immortal-hulk-the-best-defense-2018,The Immortal Hulk: The Best Defense (2018),https://readcomicsonline.ru/comic/the-immortal-hulk-the-best-defense-2018,https://readcomicsonline.ru/uploads/manga/the-immortal-hulk-the-best-defense-2018/cover/cover_250x350.jpg
5369,the-immortal-men-2018,The Immortal Men (2018-),https://readcomicsonline.ru/comic/the-immortal-men-2018,https://readcomicsonline.ru/uploads/manga/the-immortal-men-2018/cover/cover_250x350.jpg
5370,the-incal-psychoverse-2022,The Incal: Psychoverse (2022),https://readcomicsonline.ru/comic/the-incal-psychoverse-2022,https://readcomicsonline.ru/uploads/manga/the-incal-psychoverse-2022/cover/cover_250x350.jpg
5371,the-incredibles-2-slow-burn-2020,The Incredibles 2: Slow Burn (2020-),https://readcomicsonline.ru/comic/the-incredibles-2-slow-burn-2020,https://readcomicsonline.ru/uploads/manga/the-incredibles-2-slow-burn-2020/cover/cover_250x350.jpg
5372,the-infected-deathbringer-2019,The Infected: Deathbringer (2019-),https://readcomicsonline.ru/comic/the-infected-deathbringer-2019,https://readcomicsonline.ru/uploads/manga/the-infected-deathbringer-2019/cover/cover_250x350.jpg
5373,the-infected-king-shazam-2019,The Infected: King Shazam! (2019-),https://readcomicsonline.ru/comic/the-infected-king-shazam-2019,https://readcomicsonline.ru/uploads/manga/the-infected-king-shazam-2019/cover/cover_250x350.jpg
5374,the-infected-scarab-2019,The Infected: Scarab (2019),https://readcomicsonline.ru/comic/the-infected-scarab-2019,https://readcomicsonline.ru/uploads/manga/the-infected-scarab-2019/cover/cover_250x350.jpg
5375,the-infected-the-commissioner-2019,The Infected: The Commissioner (2019),https://readcomicsonline.ru/comic/the-infected-the-commissioner-2019,https://readcomicsonline.ru/uploads/manga/the-infected-the-commissioner-2019/cover/cover_250x350.jpg
5376,the-infinite-adventures-of-jonas-quantum-2016,The Infinite Adventures of Jonas Quantum (2016),https://readcomicsonline.ru/comic/the-infinite-adventures-of-jonas-quantum-2016,https://readcomicsonline.ru/uploads/manga/the-infinite-adventures-of-jonas-quantum-2016/cover/cover_250x350.jpg
5377,the-infinity-entity-2016,The Infinity Entity (2016),https://readcomicsonline.ru/comic/the-infinity-entity-2016,https://readcomicsonline.ru/uploads/manga/the-infinity-entity-2016/cover/cover_250x350.jpg
5378,the-invincible-red-sonja-2021,The Invincible Red Sonja (2021-),https://readcomicsonline.ru/comic/the-invincible-red-sonja-2021,https://readcomicsonline.ru/uploads/manga/the-invincible-red-sonja-2021/cover/cover_250x350.jpg
5379,the-jetsons-2017,The Jetsons (2017-),https://readcomicsonline.ru/comic/the-jetsons-2017,https://readcomicsonline.ru/uploads/manga/the-jetsons-2017/cover/cover_250x350.jpg
5380,the-joker-19751976-2019,The Joker (1975-1976 + 2019),https://readcomicsonline.ru/comic/the-joker-19751976-2019,https://readcomicsonline.ru/uploads/manga/the-joker-19751976-2019/cover/cover_250x350.jpg
5381,the-joker-2021,The Joker (2021-),https://readcomicsonline.ru/comic/the-joker-2021,https://readcomicsonline.ru/uploads/manga/the-joker-2021/cover/cover_250x350.jpg
5382,the-joker-80th-anniversary-100page-super-spectacular-2020,The Joker 80th Anniversary 100-Page Super Spectacular (2020),https://readcomicsonline.ru/comic/the-joker-80th-anniversary-100page-super-spectacular-2020,https://readcomicsonline.ru/uploads/manga/the-joker-80th-anniversary-100page-super-spectacular-2020/cover/cover_250x350.jpg
5383,the-joker-presents-a-puzzlebox-2021,The Joker Presents: A Puzzlebox (2021-),https://readcomicsonline.ru/comic/the-joker-presents-a-puzzlebox-2021,https://readcomicsonline.ru/uploads/manga/the-joker-presents-a-puzzlebox-2021/cover/cover_250x350.jpg
5384,the-joker-war-saga-2021,The Joker War Saga (2021),https://readcomicsonline.ru/comic/the-joker-war-saga-2021,https://readcomicsonline.ru/uploads/manga/the-joker-war-saga-2021/cover/cover_250x350.jpg
5385,the-joker-his-greatest-jokes-2019,The Joker: His Greatest Jokes (2019),https://readcomicsonline.ru/comic/the-joker-his-greatest-jokes-2019,https://readcomicsonline.ru/uploads/manga/the-joker-his-greatest-jokes-2019/cover/cover_250x350.jpg
5386,the-joker-the-man-who-stopped-laughing-2022,The Joker: The Man Who Stopped Laughing (2022-),https://readcomicsonline.ru/comic/the-joker-the-man-who-stopped-laughing-2022,https://readcomicsonline.ru/uploads/manga/the-joker-the-man-who-stopped-laughing-2022/cover/cover_250x350.jpg
5387,the-jokerdaffy-duck-2018,The Joker/Daffy Duck (2018),https://readcomicsonline.ru/comic/the-jokerdaffy-duck-2018,https://readcomicsonline.ru/uploads/manga/the-jokerdaffy-duck-2018/cover/cover_250x350.jpg
5388,the-joneses-2022,The Joneses (2022-),https://readcomicsonline.ru/comic/the-joneses-2022,https://readcomicsonline.ru/uploads/manga/the-joneses-2022/cover/cover_250x350.jpg
5389,the-kamandi-challenge-2017,The Kamandi Challenge (2017-),https://readcomicsonline.ru/comic/the-kamandi-challenge-2017,https://readcomicsonline.ru/uploads/manga/the-kamandi-challenge-2017/cover/cover_250x350.jpg
5390,the-keeper-of-the-little-folk-2021,The Keeper of the Little Folk (2021-),https://readcomicsonline.ru/comic/the-keeper-of-the-little-folk-2021,https://readcomicsonline.ru/uploads/manga/the-keeper-of-the-little-folk-2021/cover/cover_250x350.jpg
5391,the-kill-lock-2019,The Kill Lock (2019-),https://readcomicsonline.ru/comic/the-kill-lock-2019,https://readcomicsonline.ru/uploads/manga/the-kill-lock-2019/cover/cover_250x350.jpg
5392,the-kill-lock-the-artisan-wraith-2022,The Kill Lock: The Artisan Wraith (2022-),https://readcomicsonline.ru/comic/the-kill-lock-the-artisan-wraith-2022,https://readcomicsonline.ru/uploads/manga/the-kill-lock-the-artisan-wraith-2022/cover/cover_250x350.jpg
5393,the-killer-bees-2020,The Killer Bees (2020-),https://readcomicsonline.ru/comic/the-killer-bees-2020,https://readcomicsonline.ru/uploads/manga/the-killer-bees-2020/cover/cover_250x350.jpg
5394,the-killer-affairs-of-the-state-2022,The Killer: Affairs of the State (2022-),https://readcomicsonline.ru/comic/the-killer-affairs-of-the-state-2022,https://readcomicsonline.ru/uploads/manga/the-killer-affairs-of-the-state-2022/cover/cover_250x350.jpg
5395,the-knight-and-the-lady-of-play-2022,The Knight and the Lady of Play (2022-),https://readcomicsonline.ru/comic/the-knight-and-the-lady-of-play-2022,https://readcomicsonline.ru/uploads/manga/the-knight-and-the-lady-of-play-2022/cover/cover_250x350.jpg
5396,the-lab-2021,The Lab (2021),https://readcomicsonline.ru/comic/the-lab-2021,https://readcomicsonline.ru/uploads/manga/the-lab-2021/cover/cover_250x350.jpg
5397,the-land-that-time-forgot-2016,The Land that Time Forgot (2016-),https://readcomicsonline.ru/comic/the-land-that-time-forgot-2016,https://readcomicsonline.ru/uploads/manga/the-land-that-time-forgot-2016/cover/cover_250x350.jpg
5398,the-land-that-time-forgot-fearless-2020,The Land That Time Forgot: Fearless (2020-),https://readcomicsonline.ru/comic/the-land-that-time-forgot-fearless-2020,https://readcomicsonline.ru/uploads/manga/the-land-that-time-forgot-fearless-2020/cover/cover_250x350.jpg
5399,the-land-that-time-forgot-terror-from-the-earths-core,The Land That Time Forgot: Terror From The Earth's Core,https://readcomicsonline.ru/comic/the-land-that-time-forgot-terror-from-the-earths-core,https://readcomicsonline.ru/uploads/manga/the-land-that-time-forgot-terror-from-the-earths-core/cover/cover_250x350.jpg
5400,the-last-annihilation-wakanda-2021,The Last Annihilation: Wakanda (2021),https://readcomicsonline.ru/comic/the-last-annihilation-wakanda-2021,https://readcomicsonline.ru/uploads/manga/the-last-annihilation-wakanda-2021/cover/cover_250x350.jpg
5401,the-last-annihilation-wiccan-hulkling-2021,The Last Annihilation: Wiccan & Hulkling (2021-),https://readcomicsonline.ru/comic/the-last-annihilation-wiccan-hulkling-2021,https://readcomicsonline.ru/uploads/manga/the-last-annihilation-wiccan-hulkling-2021/cover/cover_250x350.jpg
5402,the-last-avengers-story-marvel-tales-2021,The Last Avengers Story: Marvel Tales (2021),https://readcomicsonline.ru/comic/the-last-avengers-story-marvel-tales-2021,https://readcomicsonline.ru/uploads/manga/the-last-avengers-story-marvel-tales-2021/cover/cover_250x350.jpg
5403,the-last-aviatrix-2021,The Last Aviatrix (2021-),https://readcomicsonline.ru/comic/the-last-aviatrix-2021,https://readcomicsonline.ru/uploads/manga/the-last-aviatrix-2021/cover/cover_250x350.jpg
5404,the-last-days-of-black-hammer-2022-,The Last Days of Black Hammer (2022-),https://readcomicsonline.ru/comic/the-last-days-of-black-hammer-2022-,https://readcomicsonline.ru/uploads/manga/the-last-days-of-black-hammer-2022-/cover/cover_250x350.jpg
5405,the-last-god-2019,The Last God (2019-),https://readcomicsonline.ru/comic/the-last-god-2019,https://readcomicsonline.ru/uploads/manga/the-last-god-2019/cover/cover_250x350.jpg
5406,the-last-god-songs-of-lost-children-2020,The Last God: Songs of Lost Children (2020-),https://readcomicsonline.ru/comic/the-last-god-songs-of-lost-children-2020,https://readcomicsonline.ru/uploads/manga/the-last-god-songs-of-lost-children-2020/cover/cover_250x350.jpg
5407,the-last-god-tales-from-the-book-of-ages-2020,The Last God: Tales from the Book of Ages (2020-),https://readcomicsonline.ru/comic/the-last-god-tales-from-the-book-of-ages-2020,https://readcomicsonline.ru/uploads/manga/the-last-god-tales-from-the-book-of-ages-2020/cover/cover_250x350.jpg
5408,the-last-ride-of-pillar-and-pryde-2022,The Last Ride Of Pillar and Pryde (2022-),https://readcomicsonline.ru/comic/the-last-ride-of-pillar-and-pryde-2022,https://readcomicsonline.ru/uploads/manga/the-last-ride-of-pillar-and-pryde-2022/cover/cover_250x350.jpg
5409,the-last-session-2022,The Last Session (2022-),https://readcomicsonline.ru/comic/the-last-session-2022,https://readcomicsonline.ru/uploads/manga/the-last-session-2022/cover/cover_250x350.jpg
5410,the-last-shadowhawk-2022,The Last Shadowhawk (2022-),https://readcomicsonline.ru/comic/the-last-shadowhawk-2022,https://readcomicsonline.ru/uploads/manga/the-last-shadowhawk-2022/cover/cover_250x350.jpg
5411,the-last-siege-2018,The Last Siege (2018-),https://readcomicsonline.ru/comic/the-last-siege-2018,https://readcomicsonline.ru/uploads/manga/the-last-siege-2018/cover/cover_250x350.jpg
5412,the-last-space-race-2018,The Last Space Race (2018-),https://readcomicsonline.ru/comic/the-last-space-race-2018,https://readcomicsonline.ru/uploads/manga/the-last-space-race-2018/cover/cover_250x350.jpg
5413,the-last-witch-2021,The Last Witch (2021-),https://readcomicsonline.ru/comic/the-last-witch-2021,https://readcomicsonline.ru/uploads/manga/the-last-witch-2021/cover/cover_250x350.jpg
5414,the-league-of-extraordinary-gentlemen-the-tempest-2018,The League of Extraordinary Gentlemen: The Tempest (2018-),https://readcomicsonline.ru/comic/the-league-of-extraordinary-gentlemen-the-tempest-2018,https://readcomicsonline.ru/uploads/manga/the-league-of-extraordinary-gentlemen-the-tempest-2018/cover/cover_250x350.jpg
5415,the-least-we-can-do-2022,The Least We Can Do (2022-),https://readcomicsonline.ru/comic/the-least-we-can-do-2022,https://readcomicsonline.ru/uploads/manga/the-least-we-can-do-2022/cover/cover_250x350.jpg
5416,the-legacy-of-mandrake-the-magician-2020,The Legacy of Mandrake the Magician (2020-),https://readcomicsonline.ru/comic/the-legacy-of-mandrake-the-magician-2020,https://readcomicsonline.ru/uploads/manga/the-legacy-of-mandrake-the-magician-2020/cover/cover_250x350.jpg
5417,the-legend-of-korra-patterns-in-time-2022,The Legend of Korra: Patterns in Time (2022),https://readcomicsonline.ru/comic/the-legend-of-korra-patterns-in-time-2022,https://readcomicsonline.ru/uploads/manga/the-legend-of-korra-patterns-in-time-2022/cover/cover_250x350.jpg
5418,the-legend-of-korra-ruins-of-the-empire-2019,The Legend of Korra: Ruins of the Empire (2019-),https://readcomicsonline.ru/comic/the-legend-of-korra-ruins-of-the-empire-2019,https://readcomicsonline.ru/uploads/manga/the-legend-of-korra-ruins-of-the-empire-2019/cover/cover_250x350.jpg
5419,the-legend-of-korra-turf-wars-2017-,The Legend of Korra: Turf Wars (2017) ,https://readcomicsonline.ru/comic/the-legend-of-korra-turf-wars-2017-,https://readcomicsonline.ru/uploads/manga/the-legend-of-korra-turf-wars-2017-/cover/cover_250x350.jpg
5420,the-legend-of-shangchi-2021,The Legend Of Shang-Chi (2021-),https://readcomicsonline.ru/comic/the-legend-of-shangchi-2021,https://readcomicsonline.ru/uploads/manga/the-legend-of-shangchi-2021/cover/cover_250x350.jpg
5421,the-legend-of-vox-machina-whitestone-chronicles-ripley-2023,The Legend Of Vox Machina: Whitestone Chronicles -- Ripley (2023-),https://readcomicsonline.ru/comic/the-legend-of-vox-machina-whitestone-chronicles-ripley-2023,https://readcomicsonline.ru/uploads/manga/the-legend-of-vox-machina-whitestone-chronicles-ripley-2023/cover/cover_250x350.jpg
5422,the-legend-of-wonder-woman-vol-1-origins,The Legend of Wonder Woman Vol. 1: Origins,https://readcomicsonline.ru/comic/the-legend-of-wonder-woman-vol-1-origins,https://readcomicsonline.ru/uploads/manga/the-legend-of-wonder-woman-vol-1-origins/cover/cover_250x350.jpg
5423,the-legend-of-zelda-a-link-to-the-past-2015,The Legend of Zelda: A Link to the Past (2015),https://readcomicsonline.ru/comic/the-legend-of-zelda-a-link-to-the-past-2015,https://readcomicsonline.ru/uploads/manga/the-legend-of-zelda-a-link-to-the-past-2015/cover/cover_250x350.jpg
5424,the-legend-of-zelda-art-artifacts,The Legend of Zelda: Art & Artifacts,https://readcomicsonline.ru/comic/the-legend-of-zelda-art-artifacts,https://readcomicsonline.ru/uploads/manga/the-legend-of-zelda-art-artifacts/cover/cover_250x350.jpg
5425,the-legion-by-dan-abnett-and-andy-lanning-vol-1-2017,The Legion by Dan Abnett and Andy Lanning Vol. 1 (2017),https://readcomicsonline.ru/comic/the-legion-by-dan-abnett-and-andy-lanning-vol-1-2017,https://readcomicsonline.ru/uploads/manga/the-legion-by-dan-abnett-and-andy-lanning-vol-1-2017/cover/cover_250x350.jpg
5426,the-life-and-death-of-toyo-harada-2019,The Life and Death of Toyo Harada (2019-),https://readcomicsonline.ru/comic/the-life-and-death-of-toyo-harada-2019,https://readcomicsonline.ru/uploads/manga/the-life-and-death-of-toyo-harada-2019/cover/cover_250x350.jpg
5427,the-life-of-captain-marvel-2018,The Life Of Captain Marvel (2018),https://readcomicsonline.ru/comic/the-life-of-captain-marvel-2018,https://readcomicsonline.ru/uploads/manga/the-life-of-captain-marvel-2018/cover/cover_250x350.jpg
5428,the-lion-and-the-eagle-2022,The Lion and the Eagle (2022-),https://readcomicsonline.ru/comic/the-lion-and-the-eagle-2022,https://readcomicsonline.ru/uploads/manga/the-lion-and-the-eagle-2022/cover/cover_250x350.jpg
5429,the-lion-of-judah-2020,The Lion of Judah (2020-),https://readcomicsonline.ru/comic/the-lion-of-judah-2020,https://readcomicsonline.ru/uploads/manga/the-lion-of-judah-2020/cover/cover_250x350.jpg
5430,the-lions-of-leningrad-2019,The Lions of Leningrad (2019-),https://readcomicsonline.ru/comic/the-lions-of-leningrad-2019,https://readcomicsonline.ru/uploads/manga/the-lions-of-leningrad-2019/cover/cover_250x350.jpg
5431,disney-the-little-mermaid-2019,The Little Mermaid (2019-),https://readcomicsonline.ru/comic/disney-the-little-mermaid-2019,https://readcomicsonline.ru/uploads/manga/disney-the-little-mermaid-2019/cover/cover_250x350.jpg
5432,the-living-corpse-relics-2021,The Living Corpse Relics (2021-),https://readcomicsonline.ru/comic/the-living-corpse-relics-2021,https://readcomicsonline.ru/uploads/manga/the-living-corpse-relics-2021/cover/cover_250x350.jpg
5433,the-living-corpse-haunted-2022,The Living Corpse: Haunted (2022-),https://readcomicsonline.ru/comic/the-living-corpse-haunted-2022,https://readcomicsonline.ru/uploads/manga/the-living-corpse-haunted-2022/cover/cover_250x350.jpg
5434,the-locker-room-2021,The Locker Room (2021),https://readcomicsonline.ru/comic/the-locker-room-2021,https://readcomicsonline.ru/uploads/manga/the-locker-room-2021/cover/cover_250x350.jpg
5435,the-lone-ranger-vol-3-2018,The Lone Ranger Vol. 3 (2018-),https://readcomicsonline.ru/comic/the-lone-ranger-vol-3-2018,https://readcomicsonline.ru/uploads/manga/the-lone-ranger-vol-3-2018/cover/cover_250x350.jpg
5436,the-lonesome-hunters-2022,The Lonesome Hunters (2022-),https://readcomicsonline.ru/comic/the-lonesome-hunters-2022,https://readcomicsonline.ru/uploads/manga/the-lonesome-hunters-2022/cover/cover_250x350.jpg
5437,the-long-con-2018,The Long Con (2018-),https://readcomicsonline.ru/comic/the-long-con-2018,https://readcomicsonline.ru/uploads/manga/the-long-con-2018/cover/cover_250x350.jpg
